Epoch: 1, train loss: 5.020439386367798, train acc: 0.02814094387755102, val loss: 4.340607643127441, val acc: 0.0
Epoch: 19, train loss: 3.916652242342631, train acc: 0.04065688775510204, val loss: 3.8823788166046143, val acc: 0.0
Epoch: 20, train loss: 3.889360189437866, train acc: 0.043553358843537414, val loss: 3.9113516807556152, val acc: 0.03896103896103896
Epoch: 21, train loss: 3.8774531284968057, train acc: 0.039354804421768703, val loss: 3.8625943660736084, val acc: 0.03896103896103896
Epoch: 22, train loss: 3.9124193588892617, train acc: 0.034146471088435375, val loss: 3.9338784217834473, val acc: 0.025974025974025976
Epoch: 23, train loss: 3.8869287172953286, train acc: 0.053172831632653066, val loss: 3.9642980098724365, val acc: 0.0
Epoch: 24, train loss: 3.9294808308283486, train acc: 0.02734375, val loss: 3.9299118518829346, val acc: 0.025974025974025976
Epoch: 25, train loss: 3.9041903018951416, train acc: 0.03675063775510204, val loss: 3.9392850399017334, val acc: 0.012987012987012988
Epoch: 26, train loss: 3.887203097343445, train acc: 0.049266581632653066, val loss: 3.916703224182129, val acc: 0.025974025974025976
Epoch: 27, train loss: 3.879204789797465, train acc: 0.034651360544217684, val loss: 3.8700613975524902, val acc: 0.012987012987012988
Epoch: 28, train loss: 3.8724707762400308, train acc: 0.045360331632653066, val loss: 3.9800264835357666, val acc: 0.025974025974025976
Epoch: 29, train loss: 3.8774417638778687, train acc: 0.03675063775510204, val loss: 3.9709675312042236, val acc: 0.0
Epoch: 30, train loss: 3.896868268648783, train acc: 0.038849914965986394, val loss: 3.914421558380127, val acc: 0.0
Epoch: 31, train loss: 3.8977108001708984, train acc: 0.029947916666666668, val loss: 3.8855092525482178, val acc: 0.012987012987012988
Epoch: 32, train loss: 3.8922380208969116, train acc: 0.033854166666666664, val loss: 3.983415365219116, val acc: 0.012987012987012988
Epoch: 33, train loss: 3.898726542790731, train acc: 0.039354804421768703, val loss: 3.814420223236084, val acc: 0.03896103896103896
Epoch: 34, train loss: 3.8899367650349936, train acc: 0.046662414965986394, val loss: 3.883162498474121, val acc: 0.012987012987012988
Epoch: 35, train loss: 3.8830027182896933, train acc: 0.03284438775510204, val loss: 3.9352481365203857, val acc: 0.025974025974025976
Epoch: 36, train loss: 3.841511686642965, train acc: 0.05397002551020408, val loss: 3.9448282718658447, val acc: 0.025974025974025976
Epoch: 37, train loss: 3.8657567501068115, train acc: 0.04637011054421769, val loss: 3.8785557746887207, val acc: 0.025974025974025976
Epoch: 38, train loss: 3.876121759414673, train acc: 0.034943664965986394, val loss: 3.846889019012451, val acc: 0.03896103896103896
Epoch: 39, train loss: 3.885073105494181, train acc: 0.0625797193877551, val loss: 3.877769947052002, val acc: 0.025974025974025976
Epoch: 40, train loss: 3.875901142756144, train acc: 0.03284438775510204, val loss: 3.909982204437256, val acc: 0.03896103896103896
Epoch: 41, train loss: 3.8831591606140137, train acc: 0.04405824829931973, val loss: 3.8805770874023438, val acc: 0.03896103896103896
Epoch: 42, train loss: 3.8785130182902017, train acc: 0.047459608843537414, val loss: 3.8407552242279053, val acc: 0.03896103896103896
Epoch: 43, train loss: 3.901324907938639, train acc: 0.049771471088435375, val loss: 3.897860527038574, val acc: 0.0
Epoch: 44, train loss: 3.880747397740682, train acc: 0.0390625, val loss: 3.9497909545898438, val acc: 0.05194805194805195
Epoch: 45, train loss: 3.8834826151529946, train acc: 0.047167304421768703, val loss: 3.8985788822174072, val acc: 0.025974025974025976
Epoch: 46, train loss: 3.8756701151529946, train acc: 0.050356079931972796, val loss: 3.8707821369171143, val acc: 0.03896103896103896
Epoch: 47, train loss: 3.8800665537516275, train acc: 0.047459608843537414, val loss: 3.9218947887420654, val acc: 0.025974025974025976
Epoch: 48, train loss: 3.8754069805145264, train acc: 0.038052721088435375, val loss: 3.8586785793304443, val acc: 0.03896103896103896
Epoch: 49, train loss: 3.879254619280497, train acc: 0.04015199829931973, val loss: 3.8995721340179443, val acc: 0.025974025974025976
Epoch: 50, train loss: 3.8803045749664307, train acc: 0.040364583333333336, val loss: 3.850492477416992, val acc: 0.03896103896103896
Epoch: 51, train loss: 3.9070873260498047, train acc: 0.030745110544217687, val loss: 3.8641130924224854, val acc: 0.012987012987012988
Epoch: 52, train loss: 3.8699095646540322, train acc: 0.04405824829931973, val loss: 3.9205784797668457, val acc: 0.012987012987012988
Epoch: 53, train loss: 3.83697243531545, train acc: 0.04065688775510204, val loss: 3.8294014930725098, val acc: 0.03896103896103896
Epoch: 54, train loss: 3.9044395287831626, train acc: 0.033854166666666664, val loss: 3.9108827114105225, val acc: 0.012987012987012988
Epoch: 55, train loss: 3.8827788829803467, train acc: 0.033854166666666664, val loss: 3.874660015106201, val acc: 0.012987012987012988
Epoch: 56, train loss: 3.8490858475367227, train acc: 0.050568664965986394, val loss: 3.8912253379821777, val acc: 0.03896103896103896
Epoch: 57, train loss: 3.8939207792282104, train acc: 0.037547831632653066, val loss: 3.9100534915924072, val acc: 0.012987012987012988
Epoch: 58, train loss: 3.879499832789103, train acc: 0.04065688775510204, val loss: 3.9881041049957275, val acc: 0.012987012987012988
Epoch: 59, train loss: 3.8813870747884116, train acc: 0.045865221088435375, val loss: 3.9161651134490967, val acc: 0.0
Epoch: 60, train loss: 3.8908583323160806, train acc: 0.041958971088435375, val loss: 3.862959384918213, val acc: 0.06493506493506493
Epoch: 61, train loss: 3.8644888401031494, train acc: 0.047672193877551026, val loss: 3.8699700832366943, val acc: 0.025974025974025976
Epoch: 62, train loss: 3.8633197943369546, train acc: 0.06308460884353741, val loss: 3.904262065887451, val acc: 0.012987012987012988
Epoch: 63, train loss: 3.86513880888621, train acc: 0.046662414965986394, val loss: 3.8778140544891357, val acc: 0.012987012987012988
Epoch: 64, train loss: 3.865091244379679, train acc: 0.04456313775510204, val loss: 3.851201057434082, val acc: 0.0
Epoch: 65, train loss: 3.8645089864730835, train acc: 0.046662414965986394, val loss: 3.905547618865967, val acc: 0.012987012987012988
Epoch: 66, train loss: 3.898235321044922, train acc: 0.04015199829931973, val loss: 3.9106695652008057, val acc: 0.012987012987012988
Epoch: 67, train loss: 3.8842194080352783, train acc: 0.033854166666666664, val loss: 3.915074348449707, val acc: 0.012987012987012988
Epoch: 68, train loss: 3.8994075059890747, train acc: 0.031542304421768703, val loss: 3.8685100078582764, val acc: 0.05194805194805195
Epoch: 69, train loss: 3.887698849042257, train acc: 0.03515625, val loss: 3.87428617477417, val acc: 0.025974025974025976
Epoch: 70, train loss: 3.8902164697647095, train acc: 0.041161777210884355, val loss: 3.884047508239746, val acc: 0.03896103896103896
Epoch: 71, train loss: 3.9164309899012246, train acc: 0.037255527210884355, val loss: 3.855449676513672, val acc: 0.05194805194805195
Epoch: 72, train loss: 3.842393438021342, train acc: 0.04846938775510204, val loss: 3.8992679119110107, val acc: 0.05194805194805195
Epoch: 73, train loss: 3.901678125063578, train acc: 0.045360331632653066, val loss: 3.901609420776367, val acc: 0.025974025974025976
Epoch: 74, train loss: 3.8899302879969277, train acc: 0.03704294217687074, val loss: 3.908538341522217, val acc: 0.05194805194805195
Epoch: 75, train loss: 3.885796387990316, train acc: 0.039354804421768703, val loss: 3.9299232959747314, val acc: 0.012987012987012988
Epoch: 76, train loss: 3.867904623349508, train acc: 0.05455463435374149, val loss: 3.9375436305999756, val acc: 0.0
Epoch: 77, train loss: 3.868603984514872, train acc: 0.05006377551020408, val loss: 3.894463062286377, val acc: 0.025974025974025976
Epoch: 78, train loss: 3.8763883908589682, train acc: 0.05628188775510204, val loss: 3.894968032836914, val acc: 0.025974025974025976
Epoch: 79, train loss: 3.8856906493504844, train acc: 0.038052721088435375, val loss: 3.9128260612487793, val acc: 0.012987012987012988
Epoch: 80, train loss: 3.876258055369059, train acc: 0.037255527210884355, val loss: 3.879070281982422, val acc: 0.012987012987012988
Epoch: 81, train loss: 3.871566335360209, train acc: 0.032552083333333336, val loss: 3.91611385345459, val acc: 0.025974025974025976
Epoch: 82, train loss: 3.8735827604929605, train acc: 0.041958971088435375, val loss: 3.9090826511383057, val acc: 0.025974025974025976
Epoch: 83, train loss: 3.8677110274632773, train acc: 0.045865221088435375, val loss: 3.8390238285064697, val acc: 0.012987012987012988
Epoch: 84, train loss: 3.8666992584864297, train acc: 0.04456313775510204, val loss: 3.8721373081207275, val acc: 0.05194805194805195
Epoch: 85, train loss: 3.8837192058563232, train acc: 0.034146471088435375, val loss: 3.8941702842712402, val acc: 0.05194805194805195
Epoch: 86, train loss: 3.8890822728474936, train acc: 0.035448554421768703, val loss: 3.9762730598449707, val acc: 0.012987012987012988
Epoch: 87, train loss: 3.890312989552816, train acc: 0.04065688775510204, val loss: 3.92879581451416, val acc: 0.0
Epoch: 88, train loss: 3.878228704134623, train acc: 0.043261054421768703, val loss: 3.9117701053619385, val acc: 0.025974025974025976
Epoch: 89, train loss: 3.894731799761454, train acc: 0.04094919217687074, val loss: 3.8524534702301025, val acc: 0.03896103896103896
Epoch: 90, train loss: 3.909662961959839, train acc: 0.037255527210884355, val loss: 3.8585450649261475, val acc: 0.03896103896103896
Epoch: 91, train loss: 3.8642870982488, train acc: 0.04405824829931973, val loss: 3.926966667175293, val acc: 0.03896103896103896
Epoch: 92, train loss: 3.8775892655054727, train acc: 0.033349277210884355, val loss: 3.8561904430389404, val acc: 0.05194805194805195
Epoch: 93, train loss: 3.8799229065577188, train acc: 0.04456313775510204, val loss: 3.7956178188323975, val acc: 0.03896103896103896
Epoch: 94, train loss: 3.90907883644104, train acc: 0.046954719387755105, val loss: 3.9156787395477295, val acc: 0.05194805194805195
Epoch: 95, train loss: 3.883190155029297, train acc: 0.04485544217687074, val loss: 3.8606975078582764, val acc: 0.025974025974025976
Epoch: 96, train loss: 3.874742547671, train acc: 0.058673469387755105, val loss: 3.9213411808013916, val acc: 0.025974025974025976
Epoch: 97, train loss: 3.87836229801178, train acc: 0.04846938775510204, val loss: 3.953612804412842, val acc: 0.012987012987012988
Epoch: 98, train loss: 3.867953340212504, train acc: 0.049771471088435375, val loss: 3.9581563472747803, val acc: 0.025974025974025976
Epoch: 99, train loss: 3.9106454054514566, train acc: 0.041958971088435375, val loss: 3.9308102130889893, val acc: 0.012987012987012988
Epoch: 100, train loss: 3.8945072491963706, train acc: 0.04615752551020408, val loss: 3.9587767124176025, val acc: 0.025974025974025976
Epoch: 101, train loss: 3.9001813332239785, train acc: 0.034146471088435375, val loss: 3.950854778289795, val acc: 0.012987012987012988
Epoch: 102, train loss: 3.8645497957865396, train acc: 0.043261054421768703, val loss: 3.852189540863037, val acc: 0.025974025974025976
Epoch: 103, train loss: 3.891392946243286, train acc: 0.04094919217687074, val loss: 3.8526792526245117, val acc: 0.05194805194805195
Epoch: 104, train loss: 3.8704938888549805, train acc: 0.05027636054421769, val loss: 3.924468517303467, val acc: 0.025974025974025976
Epoch: 105, train loss: 3.862371484438578, train acc: 0.054767219387755105, val loss: 3.9413657188415527, val acc: 0.03896103896103896
Epoch: 106, train loss: 3.880734165509542, train acc: 0.03595344387755102, val loss: 3.990140914916992, val acc: 0.012987012987012988
Epoch: 107, train loss: 3.8961296478907266, train acc: 0.039354804421768703, val loss: 3.940512180328369, val acc: 0.03896103896103896
Epoch: 108, train loss: 3.883872071901957, train acc: 0.050568664965986394, val loss: 3.7883031368255615, val acc: 0.025974025974025976
Epoch: 109, train loss: 3.885606527328491, train acc: 0.045068027210884355, val loss: 3.939981460571289, val acc: 0.03896103896103896
Epoch: 110, train loss: 3.885853926340739, train acc: 0.03204719387755102, val loss: 3.847400188446045, val acc: 0.05194805194805195
Epoch: 111, train loss: 3.868452231089274, train acc: 0.050860969387755105, val loss: 3.9394595623016357, val acc: 0.03896103896103896
Epoch: 112, train loss: 3.892259955406189, train acc: 0.04015199829931973, val loss: 3.8919260501861572, val acc: 0.03896103896103896
Epoch: 113, train loss: 3.8720105489095054, train acc: 0.058381164965986394, val loss: 3.93450927734375, val acc: 0.012987012987012988
Epoch: 114, train loss: 3.8723899920781455, train acc: 0.05418261054421769, val loss: 3.8648321628570557, val acc: 0.05194805194805195
Epoch: 115, train loss: 3.8970481952031455, train acc: 0.045068027210884355, val loss: 3.901824474334717, val acc: 0.06493506493506493
Epoch: 116, train loss: 3.874921123186747, train acc: 0.045068027210884355, val loss: 3.925687313079834, val acc: 0.025974025974025976
Epoch: 117, train loss: 3.8861896991729736, train acc: 0.034651360544217684, val loss: 3.8423080444335938, val acc: 0.025974025974025976
Epoch: 118, train loss: 3.8696031173070273, train acc: 0.034651360544217684, val loss: 3.8923447132110596, val acc: 0.025974025974025976
Epoch: 119, train loss: 3.8526429732640586, train acc: 0.050568664965986394, val loss: 3.947343587875366, val acc: 0.025974025974025976
Epoch: 120, train loss: 3.887227455774943, train acc: 0.034651360544217684, val loss: 3.903679370880127, val acc: 0.025974025974025976
Epoch: 121, train loss: 3.9128156900405884, train acc: 0.03985969387755102, val loss: 3.9277501106262207, val acc: 0.03896103896103896
Epoch: 122, train loss: 3.900208512941996, train acc: 0.02734375, val loss: 3.9348208904266357, val acc: 0.025974025974025976
Epoch: 123, train loss: 3.848794857660929, train acc: 0.04044430272108843, val loss: 3.91878080368042, val acc: 0.03896103896103896
Epoch: 124, train loss: 3.8981431325276694, train acc: 0.04485544217687074, val loss: 3.9289309978485107, val acc: 0.012987012987012988
Epoch: 125, train loss: 3.8531910181045532, train acc: 0.043261054421768703, val loss: 3.887397289276123, val acc: 0.012987012987012988
Epoch: 126, train loss: 3.8595207929611206, train acc: 0.050568664965986394, val loss: 3.894282817840576, val acc: 0.06493506493506493
Epoch: 127, train loss: 3.891533931096395, train acc: 0.02734375, val loss: 3.868354320526123, val acc: 0.025974025974025976
Epoch: 128, train loss: 3.864471197128296, train acc: 0.04846938775510204, val loss: 3.820478677749634, val acc: 0.05194805194805195
Epoch: 129, train loss: 3.8927971919377646, train acc: 0.037255527210884355, val loss: 3.849097728729248, val acc: 0.09090909090909091
Epoch: 130, train loss: 3.885517398516337, train acc: 0.026041666666666668, val loss: 3.9585108757019043, val acc: 0.03896103896103896
Epoch: 131, train loss: 3.8695292472839355, train acc: 0.043765943877551026, val loss: 3.9553239345550537, val acc: 0.012987012987012988
Epoch: 132, train loss: 3.90032951037089, train acc: 0.03284438775510204, val loss: 3.844503879547119, val acc: 0.05194805194805195
Epoch: 133, train loss: 3.8893311818440757, train acc: 0.025536777210884352, val loss: 3.9278664588928223, val acc: 0.025974025974025976
Epoch: 134, train loss: 3.8536320527394614, train acc: 0.04796449829931973, val loss: 3.9598515033721924, val acc: 0.012987012987012988
Epoch: 135, train loss: 3.8654223680496216, train acc: 0.03204719387755102, val loss: 3.907249927520752, val acc: 0.025974025974025976
Epoch: 136, train loss: 3.855347911516825, train acc: 0.052083333333333336, val loss: 3.9043896198272705, val acc: 0.012987012987012988
Epoch: 137, train loss: 3.8889997005462646, train acc: 0.034146471088435375, val loss: 3.870669364929199, val acc: 0.06493506493506493
Epoch: 138, train loss: 3.869006951649984, train acc: 0.03125, val loss: 3.9249777793884277, val acc: 0.012987012987012988
Epoch: 139, train loss: 3.8732221126556396, train acc: 0.04094919217687074, val loss: 3.9371390342712402, val acc: 0.012987012987012988
Epoch: 140, train loss: 3.857056657473246, train acc: 0.0390625, val loss: 3.8387091159820557, val acc: 0.05194805194805195
Epoch: 141, train loss: 3.875383138656616, train acc: 0.035448554421768703, val loss: 3.896921157836914, val acc: 0.03896103896103896
Epoch: 142, train loss: 3.871846834818522, train acc: 0.039142219387755105, val loss: 3.917893409729004, val acc: 0.025974025974025976
Epoch: 143, train loss: 3.8711634476979575, train acc: 0.051073554421768703, val loss: 3.9478759765625, val acc: 0.0
Epoch: 144, train loss: 3.885852575302124, train acc: 0.055272108843537414, val loss: 3.7835135459899902, val acc: 0.025974025974025976
Epoch: 145, train loss: 3.8665525913238525, train acc: 0.05397002551020408, val loss: 3.9100000858306885, val acc: 0.025974025974025976
Epoch: 146, train loss: 3.8912599881490073, train acc: 0.033349277210884355, val loss: 3.967557430267334, val acc: 0.012987012987012988
Epoch: 147, train loss: 3.881970206896464, train acc: 0.04637011054421769, val loss: 3.893909454345703, val acc: 0.012987012987012988
Epoch: 148, train loss: 3.887461026509603, train acc: 0.03284438775510204, val loss: 3.906510353088379, val acc: 0.025974025974025976
Epoch: 149, train loss: 3.8738906383514404, train acc: 0.043048469387755105, val loss: 3.881645679473877, val acc: 0.05194805194805195
Epoch: 150, train loss: 3.890713890393575, train acc: 0.03675063775510204, val loss: 3.824777126312256, val acc: 0.025974025974025976
Epoch: 151, train loss: 3.8864906628926597, train acc: 0.03204719387755102, val loss: 3.949418544769287, val acc: 0.0
Epoch: 152, train loss: 3.8666946490605674, train acc: 0.051578443877551026, val loss: 3.919672966003418, val acc: 0.0
Epoch: 153, train loss: 3.8887078364690146, train acc: 0.043765943877551026, val loss: 3.9327187538146973, val acc: 0.03896103896103896
Epoch: 154, train loss: 3.85947585105896, train acc: 0.04876169217687074, val loss: 3.9018490314483643, val acc: 0.0
Epoch: 155, train loss: 3.893132448196411, train acc: 0.039354804421768703, val loss: 3.9035322666168213, val acc: 0.012987012987012988
Epoch: 156, train loss: 3.87014102935791, train acc: 0.03024022108843537, val loss: 3.9127490520477295, val acc: 0.0
Epoch: 157, train loss: 3.891873002052307, train acc: 0.031542304421768703, val loss: 3.9324543476104736, val acc: 0.012987012987012988
Epoch: 158, train loss: 3.8856669267018638, train acc: 0.036458333333333336, val loss: 3.9062728881835938, val acc: 0.03896103896103896
Epoch: 159, train loss: 3.8841134309768677, train acc: 0.035448554421768703, val loss: 3.9047060012817383, val acc: 0.012987012987012988
Epoch: 160, train loss: 3.8787934382756553, train acc: 0.048974277210884355, val loss: 3.8926854133605957, val acc: 0.03896103896103896
Epoch: 161, train loss: 3.894495407740275, train acc: 0.047672193877551026, val loss: 3.8887298107147217, val acc: 0.05194805194805195
Epoch: 162, train loss: 3.8943505684534707, train acc: 0.045068027210884355, val loss: 3.8695695400238037, val acc: 0.03896103896103896
Epoch: 163, train loss: 3.865075469017029, train acc: 0.034651360544217684, val loss: 3.9107987880706787, val acc: 0.0
Epoch: 164, train loss: 3.885956088701884, train acc: 0.046662414965986394, val loss: 3.9642064571380615, val acc: 0.05194805194805195
Epoch: 165, train loss: 3.896178642908732, train acc: 0.045068027210884355, val loss: 3.919241428375244, val acc: 0.025974025974025976
Epoch: 166, train loss: 3.8843446572621665, train acc: 0.03024022108843537, val loss: 3.939253091812134, val acc: 0.025974025974025976
Epoch: 167, train loss: 3.8325995206832886, train acc: 0.051073554421768703, val loss: 3.889004707336426, val acc: 0.025974025974025976
Epoch: 168, train loss: 3.8717974424362183, train acc: 0.03675063775510204, val loss: 3.929886817932129, val acc: 0.0
Epoch: 169, train loss: 3.879618684450785, train acc: 0.049266581632653066, val loss: 3.964176654815674, val acc: 0.012987012987012988
Epoch: 170, train loss: 3.897325038909912, train acc: 0.034146471088435375, val loss: 3.8823745250701904, val acc: 0.025974025974025976
Epoch: 171, train loss: 3.850488066673279, train acc: 0.04637011054421769, val loss: 3.9083986282348633, val acc: 0.05194805194805195
Epoch: 172, train loss: 3.906910459200541, train acc: 0.020833333333333332, val loss: 3.850677490234375, val acc: 0.03896103896103896
Epoch: 173, train loss: 3.860761364301046, train acc: 0.045068027210884355, val loss: 3.9486377239227295, val acc: 0.025974025974025976
Epoch: 174, train loss: 3.8883105913798013, train acc: 0.03675063775510204, val loss: 3.8271243572235107, val acc: 0.05194805194805195
Epoch: 175, train loss: 3.8966216246287027, train acc: 0.03624574829931973, val loss: 3.8949954509735107, val acc: 0.025974025974025976
Epoch: 176, train loss: 3.8827943007151284, train acc: 0.041454081632653066, val loss: 3.9393084049224854, val acc: 0.012987012987012988
Epoch: 177, train loss: 3.8983307679494223, train acc: 0.037547831632653066, val loss: 3.8890974521636963, val acc: 0.06493506493506493
Epoch: 178, train loss: 3.886799176534017, train acc: 0.041958971088435375, val loss: 4.018396854400635, val acc: 0.0
Epoch: 179, train loss: 3.867418885231018, train acc: 0.045360331632653066, val loss: 3.8865015506744385, val acc: 0.0
Epoch: 180, train loss: 3.8581115007400513, train acc: 0.047459608843537414, val loss: 3.9991402626037598, val acc: 0.05194805194805195
Epoch: 181, train loss: 3.865896304448446, train acc: 0.036458333333333336, val loss: 3.8351848125457764, val acc: 0.025974025974025976
Epoch: 182, train loss: 3.8509875933329263, train acc: 0.05657419217687074, val loss: 3.962185859680176, val acc: 0.05194805194805195
Epoch: 183, train loss: 3.88874359925588, train acc: 0.03985969387755102, val loss: 3.935275077819824, val acc: 0.012987012987012988
Epoch: 184, train loss: 3.8476283152898154, train acc: 0.05187074829931973, val loss: 3.9499943256378174, val acc: 0.0
Epoch: 185, train loss: 3.8823126951853433, train acc: 0.04405824829931973, val loss: 3.983673095703125, val acc: 0.012987012987012988
Epoch: 186, train loss: 3.866441289583842, train acc: 0.04796449829931973, val loss: 3.980626106262207, val acc: 0.012987012987012988
Epoch: 187, train loss: 3.876838445663452, train acc: 0.03985969387755102, val loss: 3.8107118606567383, val acc: 0.025974025974025976
Epoch: 188, train loss: 3.885266423225403, train acc: 0.050568664965986394, val loss: 3.864732265472412, val acc: 0.012987012987012988
Epoch: 189, train loss: 3.895950198173523, train acc: 0.039354804421768703, val loss: 3.90500545501709, val acc: 0.025974025974025976
Epoch: 190, train loss: 3.8798860708872476, train acc: 0.035448554421768703, val loss: 3.8553149700164795, val acc: 0.03896103896103896
Epoch: 191, train loss: 3.8870985905329385, train acc: 0.042756164965986394, val loss: 3.9186575412750244, val acc: 0.025974025974025976
Epoch: 192, train loss: 3.8846395015716553, train acc: 0.023729804421768707, val loss: 3.9355287551879883, val acc: 0.03896103896103896
Epoch: 193, train loss: 3.8896958033243814, train acc: 0.041161777210884355, val loss: 3.885899066925049, val acc: 0.012987012987012988
Epoch: 194, train loss: 3.883760134379069, train acc: 0.044270833333333336, val loss: 3.884788990020752, val acc: 0.025974025974025976
Epoch: 195, train loss: 3.9103548526763916, train acc: 0.026838860544217687, val loss: 3.9184646606445312, val acc: 0.025974025974025976
Epoch: 196, train loss: 3.8882967631022134, train acc: 0.035448554421768703, val loss: 3.874270439147949, val acc: 0.025974025974025976
Epoch: 197, train loss: 3.903357982635498, train acc: 0.041454081632653066, val loss: 3.9255387783050537, val acc: 0.0
Epoch: 198, train loss: 3.902252991994222, train acc: 0.03284438775510204, val loss: 3.954679489135742, val acc: 0.025974025974025976
Epoch: 199, train loss: 3.8987869024276733, train acc: 0.046662414965986394, val loss: 3.9566948413848877, val acc: 0.0
Epoch: 200, train loss: 3.905837297439575, train acc: 0.029443027210884352, val loss: 3.8661599159240723, val acc: 0.025974025974025976
Epoch: 201, train loss: 3.891460657119751, train acc: 0.045865221088435375, val loss: 3.8807485103607178, val acc: 0.025974025974025976
Epoch: 202, train loss: 3.875668009122213, train acc: 0.03595344387755102, val loss: 3.894641876220703, val acc: 0.025974025974025976
Epoch: 203, train loss: 3.889486312866211, train acc: 0.045572916666666664, val loss: 3.8592302799224854, val acc: 0.03896103896103896
Epoch: 204, train loss: 3.8638398249944053, train acc: 0.048974277210884355, val loss: 3.8621826171875, val acc: 0.06493506493506493
Epoch: 205, train loss: 3.8606205383936563, train acc: 0.028645833333333332, val loss: 3.900085926055908, val acc: 0.03896103896103896
Epoch: 206, train loss: 3.8942760626475015, train acc: 0.045068027210884355, val loss: 3.8702433109283447, val acc: 0.05194805194805195
Epoch: 207, train loss: 3.8609560330708823, train acc: 0.047167304421768703, val loss: 3.937312126159668, val acc: 0.0
Epoch: 208, train loss: 3.866650859514872, train acc: 0.047167304421768703, val loss: 3.9378249645233154, val acc: 0.0
Epoch: 209, train loss: 3.8941157261530557, train acc: 0.034651360544217684, val loss: 3.9446985721588135, val acc: 0.012987012987012988
Epoch: 210, train loss: 3.868657430013021, train acc: 0.050860969387755105, val loss: 3.926482677459717, val acc: 0.025974025974025976
Epoch: 211, train loss: 3.869747837384542, train acc: 0.039354804421768703, val loss: 3.8990609645843506, val acc: 0.06493506493506493
Epoch: 212, train loss: 3.903239885965983, train acc: 0.04846938775510204, val loss: 3.866604804992676, val acc: 0.012987012987012988
Epoch: 213, train loss: 3.901301383972168, train acc: 0.05266794217687074, val loss: 3.9290053844451904, val acc: 0.025974025974025976
Epoch: 214, train loss: 3.8773017724355063, train acc: 0.038849914965986394, val loss: 4.029026031494141, val acc: 0.0
Epoch: 215, train loss: 3.871546427408854, train acc: 0.039354804421768703, val loss: 3.925373077392578, val acc: 0.025974025974025976
Epoch: 216, train loss: 3.8836944103240967, train acc: 0.047459608843537414, val loss: 3.8869893550872803, val acc: 0.025974025974025976
Epoch: 217, train loss: 3.902978698412577, train acc: 0.028645833333333332, val loss: 3.9349629878997803, val acc: 0.05194805194805195
Epoch: 218, train loss: 3.9068727493286133, train acc: 0.050568664965986394, val loss: 3.8954765796661377, val acc: 0.03896103896103896
Epoch: 219, train loss: 3.899169643719991, train acc: 0.034943664965986394, val loss: 3.8786418437957764, val acc: 0.012987012987012988
Epoch: 220, train loss: 3.8685017029444375, train acc: 0.041454081632653066, val loss: 3.939896583557129, val acc: 0.025974025974025976
Epoch: 221, train loss: 3.8878833850224814, train acc: 0.030745110544217687, val loss: 3.8952431678771973, val acc: 0.0
Epoch: 222, train loss: 3.8483283122380576, train acc: 0.041666666666666664, val loss: 3.9260330200195312, val acc: 0.025974025974025976
Epoch: 223, train loss: 3.8786800702412925, train acc: 0.041161777210884355, val loss: 3.8344650268554688, val acc: 0.025974025974025976
